age,job,marital,education,balance,housing,loan,contact,campaign,deposit
33,retired,divorced,tertiary,17427,yes,no,cellular,7,no
19,blue-collar,married,primary,-1028,no,yes,telephone,8,no
57,admin,married,secondary,31683,no,no,cellular,5,no
34,management,single,secondary,4621,no,no,telephone,3,no
51,services,married,primary,24013,no,yes,telephone,2,no
59,management,married,primary,47738,no,no,cellular,2,no
33,technician,divorced,tertiary,12530,no,yes,cellular,3,no
55,retired,married,secondary,5354,no,no,cellular,1,no
19,retired,divorced,secondary,44529,yes,no,cellular,1,no
19,student,divorced,primary,35359,no,yes,telephone,7,no
43,retired,divorced,primary,49714,yes,yes,telephone,8,no
30,retired,single,primary,21223,yes,no,cellular,6,no
64,entrepreneur,divorced,secondary,39232,no,no,cellular,7,no
48,retired,married,primary,10550,yes,no,telephone,1,no
51,retired,divorced,tertiary,20660,yes,yes,telephone,1,no
56,admin,divorced,tertiary,29029,yes,yes,cellular,9,no
20,services,divorced,primary,28268,no,yes,telephone,5,no
25,student,single,tertiary,45119,yes,yes,telephone,7,no
40,entrepreneur,married,tertiary,24340,yes,yes,telephone,6,no
31,retired,single,tertiary,2290,no,yes,cellular,4,no
44,student,married,tertiary,28138,no,no,cellular,1,yes
46,services,single,tertiary,4446,yes,yes,telephone,4,yes
56,entrepreneur,married,secondary,11432,no,yes,cellular,8,yes
56,blue-collar,single,primary,-478,no,yes,telephone,1,no
18,retired,divorced,tertiary,31329,yes,yes,telephone,2,yes
34,student,single,primary,1540,yes,no,cellular,8,yes
58,management,single,tertiary,10328,yes,yes,cellular,2,no
47,entrepreneur,divorced,secondary,32247,no,no,telephone,9,no
30,entrepreneur,divorced,secondary,4677,yes,yes,cellular,3,no
38,student,married,tertiary,48357,yes,no,cellular,3,yes
36,retired,married,tertiary,39616,no,yes,cellular,6,no
36,technician,married,tertiary,47741,no,yes,cellular,3,no
42,admin,single,secondary,23947,no,yes,telephone,9,no
39,management,married,secondary,43534,no,yes,telephone,8,no
48,management,single,primary,11520,yes,no,cellular,4,no
34,technician,single,secondary,42711,yes,no,telephone,6,no
40,retired,married,tertiary,20805,yes,yes,cellular,8,no
49,entrepreneur,married,primary,28444,no,yes,cellular,4,no
27,entrepreneur,single,secondary,18143,yes,no,cellular,5,yes
27,admin,divorced,secondary,8292,no,no,telephone,7,yes
53,management,divorced,tertiary,40844,no,no,telephone,8,no
25,admin,single,primary,14017,no,yes,telephone,7,no
69,management,married,secondary,23323,yes,no,cellular,8,no
37,retired,single,secondary,39423,no,yes,telephone,4,no
49,blue-collar,single,tertiary,39713,yes,yes,telephone,1,no
67,management,married,primary,20320,yes,no,cellular,6,yes
31,blue-collar,divorced,primary,6774,yes,yes,cellular,5,no
67,management,single,primary,205,no,yes,cellular,4,no
45,entrepreneur,divorced,primary,10342,yes,no,cellular,2,yes
63,services,divorced,tertiary,2027,yes,yes,telephone,1,no
69,retired,married,secondary,14327,no,no,telephone,9,yes
41,technician,single,secondary,19200,yes,no,cellular,2,no
32,blue-collar,single,primary,5188,no,no,cellular,9,yes
39,technician,divorced,primary,808,yes,yes,cellular,6,no
47,retired,divorced,primary,11851,no,no,cellular,6,yes
21,student,married,secondary,13354,no,no,telephone,2,yes
30,technician,divorced,secondary,13058,no,yes,cellular,6,no
40,retired,married,primary,12620,no,yes,cellular,3,no
25,entrepreneur,single,tertiary,29230,no,no,telephone,7,no
35,technician,married,secondary,34681,yes,yes,cellular,4,no
29,blue-collar,divorced,secondary,15803,yes,yes,cellular,9,no
48,services,single,primary,167,yes,yes,cellular,5,no
31,technician,married,tertiary,144,yes,yes,cellular,3,no
51,blue-collar,single,primary,167,no,yes,cellular,1,no
35,management,married,primary,40520,no,no,telephone,1,no
51,retired,divorced,tertiary,40136,yes,no,telephone,4,no
28,admin,divorced,tertiary,23844,no,no,telephone,4,no
58,student,single,tertiary,26163,yes,yes,telephone,9,no
29,entrepreneur,single,secondary,20920,no,yes,cellular,8,no
66,admin,single,primary,15550,no,no,cellular,4,no
32,entrepreneur,married,secondary,34343,yes,no,cellular,6,no
48,retired,divorced,tertiary,49993,yes,no,cellular,7,no
66,entrepreneur,single,secondary,16254,no,yes,cellular,8,yes
46,services,single,tertiary,47311,yes,no,cellular,4,no
43,technician,single,tertiary,38011,yes,yes,telephone,1,no
35,services,married,primary,18147,yes,no,cellular,5,no
49,admin,single,primary,10926,yes,no,cellular,1,yes
39,student,single,primary,31823,no,yes,telephone,4,no
55,blue-collar,married,secondary,47485,no,yes,telephone,7,no
34,student,married,primary,21991,no,no,cellular,7,no
40,retired,single,tertiary,39851,no,no,telephone,1,yes
41,retired,single,primary,25563,yes,no,telephone,9,yes
67,services,married,secondary,28688,yes,yes,cellular,2,no
25,blue-collar,divorced,primary,27023,yes,yes,cellular,5,yes
58,services,married,primary,32130,no,no,telephone,6,no
23,technician,divorced,primary,-1075,no,no,telephone,1,no
22,management,single,secondary,49595,no,no,telephone,2,no
61,blue-collar,single,tertiary,14321,no,yes,telephone,7,no
46,management,divorced,tertiary,8769,yes,no,telephone,6,yes
45,student,married,tertiary,34748,yes,no,telephone,6,no
28,technician,single,primary,38028,yes,yes,cellular,6,yes
18,entrepreneur,divorced,primary,14151,no,no,cellular,7,yes
60,entrepreneur,married,secondary,8597,no,no,telephone,9,yes
36,management,divorced,tertiary,32187,no,yes,telephone,9,no
26,admin,married,primary,41835,no,yes,cellular,2,no
44,student,married,primary,-1941,no,no,telephone,2,yes
51,management,married,primary,33292,no,yes,cellular,5,no
61,technician,married,secondary,18181,yes,yes,telephone,7,yes
21,management,divorced,tertiary,25235,no,yes,telephone,3,yes
53,retired,divorced,secondary,26672,no,yes,telephone,3,no
35,services,divorced,tertiary,-422,no,yes,telephone,4,yes
32,admin,divorced,tertiary,43366,yes,yes,cellular,3,no
68,retired,divorced,primary,45295,yes,yes,cellular,3,no
30,retired,married,primary,14047,no,no,cellular,8,yes
36,technician,single,primary,30160,yes,yes,cellular,7,no
66,services,single,primary,31475,yes,yes,telephone,7,no
23,services,divorced,primary,22549,yes,yes,cellular,2,no
65,blue-collar,divorced,tertiary,3277,no,yes,cellular,9,no
29,student,single,primary,-220,yes,no,cellular,6,no
68,admin,married,primary,44579,yes,no,telephone,3,no
54,student,divorced,secondary,49565,yes,yes,telephone,9,no
34,technician,married,secondary,43913,no,no,telephone,9,no
40,admin,single,tertiary,12662,yes,no,telephone,6,yes
43,blue-collar,single,tertiary,49313,no,no,telephone,6,yes
46,management,divorced,secondary,29516,yes,no,cellular,8,no
50,retired,married,secondary,30161,no,no,cellular,8,no
44,admin,divorced,primary,42499,no,yes,cellular,6,no
42,student,single,primary,29886,no,yes,cellular,7,no
27,retired,married,tertiary,6800,no,yes,telephone,4,no
64,technician,divorced,secondary,47460,no,no,cellular,1,yes
40,student,divorced,tertiary,3439,yes,yes,telephone,4,no
38,management,divorced,primary,2307,yes,no,telephone,8,no
38,technician,single,tertiary,364,yes,yes,cellular,8,yes
60,entrepreneur,divorced,tertiary,14568,no,yes,cellular,2,no
30,management,married,tertiary,36092,no,yes,cellular,7,no
54,management,divorced,primary,3483,no,yes,cellular,1,no
50,retired,single,tertiary,-1755,yes,no,cellular,2,yes
41,technician,divorced,primary,6430,no,yes,telephone,8,yes
61,technician,single,secondary,6183,no,yes,cellular,4,no
28,admin,single,tertiary,36692,no,no,telephone,3,no
34,student,married,tertiary,28086,no,no,telephone,2,no
21,entrepreneur,married,primary,47671,yes,yes,cellular,6,no
64,technician,divorced,tertiary,30726,no,yes,telephone,4,no
42,admin,single,primary,11901,no,no,telephone,3,no
47,entrepreneur,single,tertiary,1907,no,no,telephone,3,yes
26,services,married,secondary,31044,no,yes,telephone,3,yes
38,services,married,secondary,26604,yes,no,telephone,8,no
37,entrepreneur,divorced,secondary,35869,no,no,cellular,9,no
36,services,single,tertiary,12537,yes,yes,cellular,9,no
36,blue-collar,married,tertiary,10501,yes,yes,cellular,5,no
29,technician,divorced,secondary,35371,no,yes,telephone,1,yes
54,blue-collar,single,secondary,47103,no,no,telephone,5,yes
59,student,single,primary,44154,yes,yes,cellular,1,yes
34,technician,married,primary,34821,no,yes,telephone,9,yes
54,admin,divorced,secondary,21196,no,yes,telephone,8,no
65,blue-collar,married,secondary,4073,yes,no,telephone,7,no
56,blue-collar,divorced,tertiary,47293,yes,yes,telephone,2,no
45,student,single,secondary,8561,yes,yes,telephone,2,no
58,blue-collar,divorced,primary,16101,yes,no,cellular,4,yes
52,management,divorced,primary,43516,yes,no,cellular,9,no
64,admin,divorced,primary,29426,yes,yes,telephone,9,no
65,services,divorced,primary,27341,no,yes,cellular,8,yes
35,admin,divorced,primary,5313,no,yes,cellular,5,yes
31,management,married,primary,28773,no,no,telephone,7,no
52,student,divorced,secondary,26003,no,yes,cellular,9,no
61,student,divorced,primary,24420,no,yes,cellular,3,no
58,technician,single,primary,3714,no,no,telephone,4,no
24,admin,divorced,primary,47551,no,no,cellular,2,no
58,entrepreneur,single,primary,25139,no,yes,telephone,9,no
30,entrepreneur,married,secondary,24098,no,no,cellular,7,no
35,student,married,tertiary,40294,yes,yes,cellular,6,no
54,blue-collar,divorced,tertiary,11582,yes,yes,cellular,5,no
30,student,married,tertiary,41583,no,no,cellular,7,no
53,student,divorced,tertiary,11760,no,no,telephone,3,yes
48,student,married,primary,4255,yes,no,telephone,5,no
19,student,divorced,tertiary,14622,yes,no,cellular,2,no
33,entrepreneur,divorced,tertiary,33983,yes,yes,telephone,5,yes
26,entrepreneur,single,secondary,38309,no,no,telephone,7,yes
26,services,single,secondary,27715,yes,no,cellular,7,no
55,services,single,secondary,34415,yes,yes,cellular,9,no
28,technician,single,primary,19792,yes,yes,telephone,3,no
39,student,divorced,primary,40576,no,yes,telephone,8,no
50,entrepreneur,married,primary,20724,yes,no,telephone,5,no
53,admin,divorced,secondary,49581,no,yes,telephone,7,no
62,management,single,tertiary,1652,yes,no,cellular,1,no
40,technician,single,secondary,24297,yes,no,telephone,1,no
62,entrepreneur,married,primary,30422,no,no,telephone,4,no
62,admin,single,secondary,12028,yes,no,telephone,5,no
51,student,divorced,tertiary,11803,yes,yes,cellular,3,no
26,retired,divorced,primary,4307,yes,yes,telephone,6,no
41,student,divorced,tertiary,29325,no,yes,telephone,3,no
25,services,divorced,tertiary,29574,no,yes,cellular,5,no
24,management,divorced,primary,17262,no,yes,cellular,1,no
53,entrepreneur,married,tertiary,-465,yes,no,telephone,3,no
35,entrepreneur,divorced,secondary,12932,no,no,cellular,7,yes
20,blue-collar,single,tertiary,13749,yes,no,telephone,3,no
45,management,single,tertiary,6727,yes,no,telephone,5,no
23,blue-collar,single,tertiary,15332,yes,yes,cellular,7,yes
61,management,single,secondary,27534,yes,no,cellular,2,no
61,services,married,tertiary,8834,yes,no,cellular,3,no
38,blue-collar,single,tertiary,18325,yes,no,telephone,4,no
45,admin,married,secondary,7213,yes,no,cellular,5,no
57,blue-collar,single,primary,46205,yes,no,telephone,9,no
18,technician,married,primary,-597,no,no,cellular,9,no
53,admin,married,primary,5506,no,yes,telephone,4,no
38,technician,married,tertiary,27659,yes,yes,telephone,9,no
60,student,single,primary,5591,no,no,cellular,4,no
52,management,married,secondary,10996,no,no,cellular,2,no
30,admin,divorced,tertiary,35828,no,no,telephone,1,no
66,management,divorced,tertiary,45830,yes,no,cellular,7,no
27,student,single,tertiary,32370,no,no,cellular,4,no
61,retired,divorced,primary,11472,yes,yes,cellular,8,yes
64,entrepreneur,divorced,primary,27098,no,yes,cellular,8,no
27,management,divorced,primary,196,no,no,cellular,8,no
63,student,single,tertiary,9091,no,yes,cellular,6,yes
30,management,single,secondary,13040,yes,no,cellular,9,no
54,student,divorced,tertiary,47262,yes,no,telephone,4,no
55,technician,single,secondary,46784,yes,yes,cellular,5,no
41,student,married,tertiary,4023,yes,yes,telephone,4,no
19,blue-collar,divorced,secondary,18543,yes,yes,cellular,5,no
39,retired,single,tertiary,26377,yes,yes,telephone,2,no
34,management,single,tertiary,34635,yes,no,telephone,5,no
53,student,divorced,secondary,40337,yes,yes,cellular,8,no
31,student,single,secondary,38409,yes,yes,cellular,9,no
27,management,divorced,secondary,3004,no,yes,cellular,7,yes
52,entrepreneur,single,secondary,7963,no,no,cellular,7,no
42,retired,married,secondary,11796,yes,no,telephone,6,yes
20,retired,divorced,secondary,38972,no,no,telephone,2,no
64,student,married,secondary,5077,no,yes,cellular,9,no
55,admin,divorced,secondary,27848,yes,yes,telephone,5,no
34,technician,single,tertiary,10526,yes,yes,cellular,6,yes
29,retired,married,secondary,1261,no,no,telephone,1,no
69,retired,single,secondary,15046,yes,yes,cellular,5,no
41,services,divorced,tertiary,11397,no,yes,telephone,6,no
46,blue-collar,divorced,tertiary,23269,yes,no,cellular,2,no
60,retired,divorced,primary,34158,no,yes,telephone,7,no
42,technician,divorced,primary,23757,yes,yes,cellular,4,no
53,blue-collar,divorced,secondary,13299,no,yes,cellular,5,yes
43,blue-collar,married,secondary,-98,no,yes,telephone,3,yes
55,management,divorced,primary,47480,no,no,telephone,5,no
18,management,single,primary,40399,no,no,telephone,4,no
37,management,married,secondary,46330,yes,no,telephone,6,no
45,management,single,primary,44308,no,yes,telephone,2,no
33,services,divorced,secondary,1846,yes,yes,cellular,3,no
64,retired,single,tertiary,10359,no,no,telephone,1,no
34,management,married,tertiary,47376,yes,yes,telephone,7,no
57,student,married,primary,520,no,no,telephone,9,no
45,admin,married,tertiary,38832,yes,no,telephone,2,no
29,management,single,tertiary,18098,no,yes,cellular,7,no
44,retired,married,tertiary,49559,no,no,cellular,3,yes
59,management,single,tertiary,37451,yes,no,cellular,5,no
64,services,divorced,secondary,47962,no,no,cellular,6,no
47,technician,divorced,secondary,21136,no,no,telephone,8,no
58,technician,single,primary,33885,no,no,cellular,4,no
51,retired,married,tertiary,28720,no,no,cellular,2,no
54,student,single,tertiary,19157,yes,yes,telephone,3,no
23,technician,single,tertiary,46372,no,no,telephone,8,yes
24,entrepreneur,single,primary,17674,yes,no,telephone,7,no
49,technician,divorced,secondary,30357,yes,yes,telephone,6,no
49,admin,single,tertiary,10578,yes,yes,telephone,5,no
42,retired,divorced,secondary,251,yes,no,telephone,5,no
50,student,single,primary,11513,no,yes,cellular,1,no
24,retired,divorced,secondary,35429,no,yes,cellular,6,no
69,technician,single,tertiary,25105,yes,no,telephone,9,no
29,technician,single,secondary,44871,no,yes,cellular,8,no
33,technician,married,secondary,18990,no,no,telephone,1,no
33,blue-collar,married,primary,23499,yes,no,telephone,6,no
60,services,single,primary,4421,yes,no,cellular,3,no
53,management,single,primary,22591,yes,no,cellular,6,no
30,entrepreneur,single,primary,24979,no,yes,cellular,9,no
24,services,single,secondary,18835,yes,no,cellular,6,no
53,retired,married,secondary,35693,yes,yes,cellular,8,no
64,entrepreneur,divorced,primary,10202,no,yes,telephone,6,no
68,admin,single,primary,33414,no,no,cellular,6,yes
26,management,married,tertiary,23666,no,no,cellular,7,no
49,admin,single,tertiary,17290,no,yes,telephone,4,no
28,student,single,primary,16130,no,no,cellular,8,yes
25,blue-collar,divorced,secondary,35077,no,no,cellular,4,no
50,retired,single,primary,47600,no,no,cellular,7,no
40,blue-collar,single,secondary,17396,no,yes,cellular,1,no
42,retired,divorced,secondary,15952,yes,yes,cellular,9,no
25,admin,divorced,tertiary,25122,no,yes,telephone,9,no
62,admin,divorced,primary,27381,yes,yes,cellular,7,no
39,admin,divorced,primary,43435,no,no,cellular,8,no
21,retired,married,secondary,38078,no,no,telephone,2,no
57,technician,married,primary,21267,yes,yes,cellular,7,no
20,admin,married,tertiary,45735,no,yes,telephone,1,no
46,blue-collar,single,tertiary,40007,yes,yes,telephone,3,no
58,student,divorced,primary,5088,no,yes,telephone,6,yes
46,management,divorced,primary,29818,yes,yes,cellular,5,no
51,retired,married,tertiary,10822,yes,no,cellular,5,no
51,entrepreneur,single,primary,48216,no,yes,cellular,9,no
45,blue-collar,single,secondary,34589,yes,yes,cellular,6,no
30,services,single,primary,-564,yes,no,telephone,3,no
32,student,married,secondary,43665,no,no,telephone,2,yes
40,services,single,primary,25281,no,no,telephone,9,yes
61,management,single,primary,20481,yes,yes,cellular,4,no
43,technician,single,tertiary,28469,no,no,telephone,5,no
21,admin,divorced,secondary,16867,yes,yes,cellular,9,no
43,retired,married,tertiary,38487,yes,yes,telephone,5,no
57,blue-collar,divorced,primary,20766,yes,no,telephone,7,no
26,entrepreneur,divorced,tertiary,27737,no,yes,telephone,2,no
22,admin,married,primary,19213,no,yes,cellular,2,no
49,blue-collar,divorced,primary,26355,yes,no,telephone,4,no
37,retired,single,primary,20537,yes,no,telephone,8,no
67,services,single,secondary,794,yes,no,cellular,2,no
28,admin,single,secondary,42296,no,no,telephone,7,yes
32,management,single,secondary,30324,yes,no,telephone,1,no
49,technician,married,tertiary,28858,no,no,cellular,9,no
45,management,divorced,primary,40850,yes,no,cellular,6,yes
39,technician,divorced,tertiary,11018,yes,no,cellular,1,no
58,student,single,tertiary,15481,yes,no,cellular,6,no
34,blue-collar,single,primary,48790,yes,no,telephone,5,yes
43,admin,divorced,tertiary,13584,no,yes,telephone,5,no
61,admin,married,primary,7850,no,yes,cellular,5,no
24,student,divorced,primary,23701,no,yes,telephone,4,no
59,technician,single,primary,39223,no,no,telephone,7,yes
43,services,single,primary,41952,no,yes,cellular,9,no
42,retired,married,tertiary,43975,yes,yes,telephone,4,no
27,management,divorced,tertiary,-1840,no,yes,telephone,2,yes
62,student,married,tertiary,23832,no,yes,telephone,2,no
36,entrepreneur,married,secondary,29210,no,yes,cellular,2,no
28,entrepreneur,single,tertiary,20290,no,no,telephone,7,no
30,blue-collar,divorced,tertiary,27441,yes,no,telephone,4,no
25,student,single,secondary,22886,yes,no,telephone,4,no
57,management,divorced,primary,30394,yes,yes,cellular,1,no
21,management,single,primary,6418,no,yes,cellular,4,yes
64,blue-collar,single,primary,5081,yes,no,telephone,6,no
48,blue-collar,divorced,secondary,35180,yes,no,telephone,2,yes
45,admin,divorced,tertiary,8114,no,no,cellular,4,no
28,management,single,tertiary,16722,no,yes,cellular,7,no
60,retired,divorced,tertiary,19972,no,no,cellular,9,yes
18,entrepreneur,single,tertiary,15985,yes,no,cellular,2,no
66,retired,divorced,secondary,3888,no,no,telephone,8,no
64,technician,single,tertiary,1718,yes,no,cellular,6,yes
69,student,single,primary,30147,yes,no,cellular,8,no
55,blue-collar,single,secondary,41382,yes,yes,cellular,2,yes
41,admin,married,secondary,16309,yes,yes,cellular,1,yes
64,retired,divorced,primary,17299,yes,no,telephone,7,no
48,services,single,primary,39211,no,yes,telephone,9,yes
58,entrepreneur,married,tertiary,20036,yes,no,telephone,9,no
63,admin,single,primary,17885,yes,no,telephone,2,yes
67,admin,married,secondary,27346,yes,yes,cellular,4,yes
43,retired,single,secondary,45971,yes,yes,telephone,1,no
66,services,single,secondary,47137,yes,yes,telephone,7,no
67,technician,married,tertiary,24691,no,yes,cellular,2,no
22,retired,married,tertiary,38042,yes,no,telephone,4,no
37,services,divorced,primary,46527,yes,yes,telephone,2,yes
69,admin,divorced,tertiary,15986,yes,no,telephone,1,yes
58,entrepreneur,married,tertiary,25846,yes,no,cellular,7,no
28,services,divorced,secondary,47665,no,no,cellular,6,no
50,admin,married,secondary,45872,yes,no,cellular,2,yes
67,student,divorced,primary,39401,yes,no,telephone,4,no
55,retired,single,secondary,6192,yes,yes,cellular,3,no
44,blue-collar,divorced,tertiary,37269,yes,no,cellular,3,no
51,retired,single,primary,48054,no,yes,telephone,3,no
32,student,single,primary,36487,no,no,cellular,4,no
49,management,divorced,secondary,7412,no,yes,telephone,1,no
38,management,married,secondary,13963,yes,yes,telephone,1,yes
63,management,single,secondary,49473,no,no,cellular,7,no
22,retired,single,primary,31623,no,no,telephone,5,no
23,technician,divorced,secondary,-983,no,yes,telephone,3,yes
55,retired,married,tertiary,3279,no,no,telephone,9,no
39,entrepreneur,married,primary,8412,no,no,cellular,5,no
35,student,divorced,secondary,5712,yes,yes,telephone,3,no
31,entrepreneur,married,tertiary,13817,no,yes,cellular,9,yes
27,student,divorced,tertiary,26080,no,no,cellular,1,no
63,blue-collar,divorced,secondary,4624,no,no,telephone,9,no
30,services,divorced,tertiary,27126,yes,no,telephone,5,no
48,retired,single,primary,14579,yes,no,telephone,6,yes
47,retired,single,primary,13131,no,yes,telephone,2,no
20,admin,single,tertiary,35462,yes,yes,telephone,8,no
47,student,divorced,primary,44815,yes,no,cellular,3,no
23,admin,single,secondary,35419,no,yes,cellular,1,no
46,admin,single,tertiary,21375,yes,yes,telephone,7,yes
25,retired,single,primary,24093,no,yes,cellular,3,no
61,technician,divorced,secondary,43494,no,yes,cellular,4,no
62,services,divorced,secondary,49849,no,yes,cellular,5,no
60,services,divorced,primary,30525,yes,yes,telephone,1,no
61,entrepreneur,single,tertiary,27030,no,yes,cellular,9,no
50,student,married,secondary,42067,no,no,cellular,7,yes
34,blue-collar,single,secondary,48209,yes,no,cellular,2,yes
65,student,single,secondary,3207,no,yes,telephone,1,no
28,technician,divorced,secondary,8897,yes,yes,cellular,2,no
30,technician,divorced,tertiary,24639,yes,yes,telephone,3,yes
67,services,single,primary,792,no,yes,cellular,3,no
28,management,single,primary,-1580,yes,yes,telephone,8,no
48,admin,married,primary,27224,no,no,cellular,5,no
45,admin,married,secondary,17198,yes,yes,telephone,9,no
61,services,divorced,tertiary,33608,yes,no,cellular,3,no
23,student,married,primary,44205,yes,no,telephone,6,yes
58,technician,married,tertiary,15415,yes,yes,telephone,4,no
33,student,divorced,primary,38407,no,yes,cellular,8,no
21,blue-collar,married,secondary,15875,no,yes,cellular,1,no
52,management,single,primary,2975,yes,no,telephone,4,no
65,services,married,secondary,24461,no,no,telephone,7,no
43,admin,divorced,secondary,19331,no,no,cellular,9,no
29,retired,single,primary,14893,no,yes,telephone,1,no
28,student,married,tertiary,16243,no,yes,cellular,8,no
54,technician,single,secondary,13535,no,yes,cellular,2,yes
42,retired,single,tertiary,3061,no,yes,telephone,4,no
35,blue-collar,married,primary,-142,no,yes,cellular,4,no
36,services,married,secondary,23489,yes,yes,telephone,8,no
40,student,divorced,tertiary,11678,no,no,cellular,2,no
55,admin,divorced,secondary,32833,yes,no,cellular,7,no
35,student,single,primary,45159,yes,yes,cellular,3,no
43,management,divorced,secondary,17350,yes,yes,cellular,9,yes
23,entrepreneur,single,primary,11346,no,no,cellular,5,no
21,retired,single,tertiary,46005,no,no,cellular,8,no
61,management,divorced,secondary,4773,yes,no,cellular,5,no
68,blue-collar,divorced,tertiary,27465,yes,yes,cellular,1,no
46,admin,divorced,primary,7788,no,no,cellular,9,no
51,retired,married,primary,30343,no,no,cellular,7,no
34,blue-collar,single,tertiary,44862,no,no,cellular,4,yes
60,management,single,tertiary,35210,yes,no,cellular,7,no
60,management,single,primary,7247,yes,no,telephone,5,no
33,entrepreneur,divorced,tertiary,43963,no,yes,telephone,9,no
19,retired,divorced,primary,39983,no,yes,cellular,2,yes
51,admin,divorced,tertiary,33972,yes,no,cellular,4,no
25,management,divorced,primary,14959,no,yes,telephone,6,no
30,services,divorced,primary,47350,no,yes,cellular,5,no
59,entrepreneur,married,secondary,21807,yes,no,cellular,1,yes
25,blue-collar,divorced,primary,32133,yes,yes,cellular,9,no
47,retired,single,primary,22218,yes,yes,telephone,9,no
49,technician,divorced,secondary,49150,yes,no,cellular,3,no
53,technician,single,secondary,19734,no,no,telephone,4,no
64,admin,divorced,tertiary,20828,yes,yes,telephone,4,no
47,services,divorced,tertiary,15400,no,yes,cellular,8,no
18,management,single,primary,18002,no,yes,telephone,6,no
60,technician,single,tertiary,30793,no,no,telephone,2,no
56,admin,single,tertiary,34492,yes,yes,telephone,4,yes
34,blue-collar,single,primary,30217,yes,yes,cellular,1,no
37,entrepreneur,married,secondary,34226,no,no,cellular,3,yes
41,services,single,secondary,25932,no,yes,telephone,4,no
67,services,divorced,primary,41327,yes,no,cellular,8,yes
39,student,divorced,primary,28875,no,yes,telephone,3,no
46,admin,married,primary,23046,no,no,cellular,5,no
39,admin,single,primary,21664,no,yes,cellular,1,no
61,student,divorced,primary,22453,no,yes,telephone,4,no
26,entrepreneur,married,primary,2746,no,no,cellular,2,yes
54,management,divorced,tertiary,21973,no,no,telephone,4,no
27,admin,married,tertiary,11217,no,no,cellular,5,yes
53,student,married,tertiary,21362,no,no,telephone,3,no
54,management,single,secondary,39835,yes,no,cellular,6,no
45,entrepreneur,married,primary,7133,yes,no,telephone,2,no
45,management,divorced,primary,33809,no,no,cellular,5,no
59,retired,divorced,tertiary,38533,no,yes,cellular,4,no
60,services,single,secondary,3404,yes,yes,telephone,5,yes
38,blue-collar,single,tertiary,31339,yes,yes,cellular,9,no
41,services,married,primary,26725,yes,yes,telephone,6,no
59,services,single,primary,6796,no,yes,cellular,7,no
57,retired,divorced,tertiary,43380,yes,yes,telephone,8,yes
19,management,divorced,tertiary,46073,yes,yes,telephone,9,no
25,management,single,primary,19364,no,no,telephone,5,no
65,admin,single,tertiary,39341,yes,yes,telephone,8,no
44,retired,single,primary,-764,no,no,telephone,2,no
39,admin,married,tertiary,380,yes,yes,telephone,9,no
54,retired,married,secondary,37945,yes,no,telephone,2,yes
44,admin,divorced,primary,12538,yes,yes,telephone,5,no
46,technician,married,secondary,9971,yes,yes,cellular,6,no
20,student,married,tertiary,41065,yes,yes,cellular,4,no
61,services,married,secondary,32285,no,yes,cellular,8,no
30,services,married,tertiary,15917,no,no,cellular,3,yes
62,entrepreneur,divorced,secondary,36655,yes,yes,telephone,5,no
27,blue-collar,single,secondary,9486,no,no,telephone,2,no
53,student,divorced,secondary,35410,yes,yes,cellular,3,no
26,management,married,primary,23446,yes,yes,cellular,8,yes
44,blue-collar,single,secondary,49302,yes,yes,telephone,5,no
51,technician,single,tertiary,19703,yes,yes,cellular,3,no
68,entrepreneur,single,tertiary,42191,yes,no,telephone,5,no
18,blue-collar,divorced,primary,9399,no,no,cellular,9,no
49,entrepreneur,single,primary,36829,no,no,telephone,3,no
42,services,divorced,tertiary,10685,no,yes,telephone,7,no
46,management,divorced,secondary,20241,no,yes,cellular,8,no
24,technician,married,tertiary,2487,yes,yes,cellular,5,no
66,services,married,primary,10018,no,yes,telephone,3,no
20,student,single,primary,28825,yes,no,cellular,6,no
37,admin,single,tertiary,5750,yes,no,cellular,3,no
37,retired,married,secondary,48229,no,no,telephone,9,no
47,technician,divorced,secondary,15684,no,yes,cellular,2,yes
52,management,divorced,primary,41118,yes,no,cellular,3,no
52,entrepreneur,married,tertiary,12410,yes,yes,telephone,7,no
66,blue-collar,divorced,tertiary,13105,yes,no,telephone,8,yes
56,student,married,primary,16913,no,no,telephone,5,no
44,blue-collar,married,tertiary,34028,yes,no,cellular,5,no
43,technician,single,primary,47515,yes,no,telephone,5,no
31,student,single,secondary,45342,yes,yes,cellular,4,no
34,management,married,secondary,44480,yes,yes,cellular,9,no
35,technician,single,tertiary,47997,no,no,cellular,6,no
62,management,married,secondary,15711,no,no,cellular,8,no
69,blue-collar,divorced,secondary,22967,yes,yes,telephone,8,no
46,services,divorced,primary,34023,no,no,cellular,5,no
37,student,divorced,primary,34005,yes,no,cellular,9,no
44,admin,divorced,tertiary,24622,no,no,cellular,2,no
35,services,married,primary,43201,no,yes,telephone,8,no
21,admin,divorced,tertiary,7497,no,yes,telephone,3,yes
18,blue-collar,divorced,tertiary,14350,no,no,telephone,7,no
67,entrepreneur,divorced,primary,46709,yes,no,cellular,9,yes
18,student,divorced,secondary,20696,yes,yes,cellular,5,yes
43,services,married,secondary,25470,yes,yes,telephone,8,no
62,services,divorced,secondary,28889,no,yes,telephone,4,no
37,technician,single,secondary,8224,no,yes,cellular,1,yes
69,retired,single,tertiary,39724,yes,yes,telephone,1,no
